Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011484 | lrm: 1.00 | dt: 9030ms | tok/sec: 29,028 | mfu: 0.7% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.173816 | lrm: 1.00 | dt: 471ms | tok/sec: 556,592 | mfu: 13.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.950383 | lrm: 1.00 | dt: 475ms | tok/sec: 551,828 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.766340 | lrm: 1.00 | dt: 472ms | tok/sec: 555,825 | mfu: 13.4% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.380421 | lrm: 1.00 | dt: 471ms | tok/sec: 556,083 | mfu: 13.4% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.044750 | lrm: 1.00 | dt: 473ms | tok/sec: 553,917 | mfu: 13.4% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.762129 | lrm: 1.00 | dt: 475ms | tok/sec: 552,426 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.521351 | lrm: 1.00 | dt: 474ms | tok/sec: 553,572 | mfu: 13.4% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.305838 | lrm: 1.00 | dt: 476ms | tok/sec: 550,865 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.113843 | lrm: 1.00 | dt: 475ms | tok/sec: 552,107 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.948126 | lrm: 1.00 | dt: 476ms | tok/sec: 551,195 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.797529 | lrm: 1.00 | dt: 476ms | tok/sec: 550,780 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00012 (0.2%) | loss: 6.657292 | lrm: 1.00 | dt: 476ms | tok/sec: 550,941 | mfu: 13.3% | epoch: 1 | remaining: 299s    
step 00013 (0.3%) | loss: 6.541555 | lrm: 1.00 | dt: 476ms | tok/sec: 550,940 | mfu: 13.3% | epoch: 1 | remaining: 299s    
step 00475 (74.4%) | loss: 3.133285 | lrm: 0.51 | dt: 481ms | tok/sec: 544,687 | mfu: 13.2% | epoch: 1 | remaining: 76s    
step 00476 (74.5%) | loss: 3.129257 | lrm: 0.51 | dt: 481ms | tok/sec: 545,162 | mfu: 13.2% | epoch: 1 | remaining: 76s    
step 00477 (74.7%) | loss: 3.128069 | lrm: 0.51 | dt: 479ms | tok/sec: 547,064 | mfu: 13.2% | epoch: 1 | remaining: 75s    
step 00478 (74.9%) | loss: 3.135159 | lrm: 0.50 | dt: 482ms | tok/sec: 543,949 | mfu: 13.1% | epoch: 1 | remaining: 75s    
step 00479 (75.0%) | loss: 3.137296 | lrm: 0.50 | dt: 482ms | tok/sec: 544,389 | mfu: 13.2% | epoch: 1 | remaining: 74s    
step 00480 (75.2%) | loss: 3.128902 | lrm: 0.50 | dt: 483ms | tok/sec: 543,154 | mfu: 13.1% | epoch: 1 | remaining: 74s    
step 00481 (75.3%) | loss: 3.122575 | lrm: 0.49 | dt: 478ms | tok/sec: 548,691 | mfu: 13.3% | epoch: 1 | remaining: 73s    
step 00482 (75.5%) | loss: 3.113829 | lrm: 0.49 | dt: 482ms | tok/sec: 544,409 | mfu: 13.2% | epoch: 1 | remaining: 73s    
step 00483 (75.7%) | loss: 3.116121 | lrm: 0.49 | dt: 483ms | tok/sec: 543,297 | mfu: 13.1% | epoch: 1 | remaining: 73s    
step 00484 (75.8%) | loss: 3.111169 | lrm: 0.48 | dt: 482ms | tok/sec: 544,224 | mfu: 13.1% | epoch: 1 | remaining: 72s    
step 00485 (76.0%) | loss: 3.114004 | lrm: 0.48 | dt: 481ms | tok/sec: 545,293 | mfu: 13.2% | epoch: 1 | remaining: 72s    
step 00486 (76.1%) | loss: 3.117292 | lrm: 0.48 | dt: 480ms | tok/sec: 546,199 | mfu: 13.2% | epoch: 1 | remaining: 71s    
step 00487 (76.3%) | loss: 3.121481 | lrm: 0.47 | dt: 481ms | tok/sec: 544,801 | mfu: 13.2% | epoch: 1 | remaining: 71s    
step 00488 (76.5%) | loss: 3.122822 | lrm: 0.47 | dt: 482ms | tok/sec: 543,946 | mfu: 13.1% | epoch: 1 | remaining: 70s    
step 00489 (76.6%) | loss: 3.128674 | lrm: 0.47 | dt: 481ms | tok/sec: 544,708 | mfu: 13.2% | epoch: 1 | remaining: 70s    
step 00490 (76.8%) | loss: 3.124256 | lrm: 0.46 | dt: 481ms | tok/sec: 545,534 | mfu: 13.2% | epoch: 1 | remaining: 69s    
step 00491 (77.0%) | loss: 3.122632 | lrm: 0.46 | dt: 480ms | tok/sec: 545,974 | mfu: 13.2% | epoch: 1 | remaining: 69s    
step 00492 (77.1%) | loss: 3.116015 | lrm: 0.46 | dt: 479ms | tok/sec: 547,191 | mfu: 13.2% | epoch: 1 | remaining: 68s    
step 00493 (77.3%) | loss: 3.114978 | lrm: 0.45 | dt: 483ms | tok/sec: 543,120 | mfu: 13.1% | epoch: 1 | remaining: 68s    
step 00494 (77.4%) | loss: 3.115392 | lrm: 0.45 | dt: 482ms | tok/sec: 543,665 | mfu: 13.1% | epoch: 1 | remaining: 67s    
step 00495 (77.6%) | loss: 3.105127 | lrm: 0.45 | dt: 482ms | tok/sec: 543,763 | mfu: 13.1% | epoch: 1 | remaining: 67s    
step 00496 (77.8%) | loss: 3.107159 | lrm: 0.44 | dt: 481ms | tok/sec: 545,013 | mfu: 13.2% | epoch: 1 | remaining: 66s    
step 00497 (77.9%) | loss: 3.108379 | lrm: 0.44 | dt: 479ms | tok/sec: 546,942 | mfu: 13.2% | epoch: 1 | remaining: 66s    
step 00498 (78.1%) | loss: 3.106537 | lrm: 0.44 | dt: 481ms | tok/sec: 544,633 | mfu: 13.2% | epoch: 1 | remaining: 65s    
step 00499 (78.2%) | loss: 3.110525 | lrm: 0.44 | dt: 482ms | tok/sec: 544,236 | mfu: 13.1% | epoch: 1 | remaining: 65s    
step 00500 (78.4%) | loss: 3.107745 | lrm: 0.43 | dt: 481ms | tok/sec: 545,496 | mfu: 13.2% | epoch: 1 | remaining: 64s    
step 00501 (78.6%) | loss: 3.107518 | lrm: 0.43 | dt: 480ms | tok/sec: 545,978 | mfu: 13.2% | epoch: 1 | remaining: 64s    
step 00502 (78.7%) | loss: 3.104303 | lrm: 0.43 | dt: 479ms | tok/sec: 546,963 | mfu: 13.2% | epoch: 1 | remaining: 63s    
step 00503 (78.9%) | loss: 3.107508 | lrm: 0.42 | dt: 483ms | tok/sec: 543,010 | mfu: 13.1% | epoch: 1 | remaining: 63s    
step 00504 (79.0%) | loss: 3.107635 | lrm: 0.42 | dt: 482ms | tok/sec: 544,125 | mfu: 13.1% | epoch: 1 | remaining: 62s    
step 00505 (79.2%) | loss: 3.112298 | lrm: 0.42 | dt: 484ms | tok/sec: 541,978 | mfu: 13.1% | epoch: 1 | remaining: 62s    
step 00506 (79.4%) | loss: 3.105263 | lrm: 0.41 | dt: 481ms | tok/sec: 544,999 | mfu: 13.2% | epoch: 1 | remaining: 61s    
step 00507 (79.5%) | loss: 3.103566 | lrm: 0.41 | dt: 479ms | tok/sec: 546,879 | mfu: 13.2% | epoch: 1 | remaining: 61s    
step 00508 (79.7%) | loss: 3.091916 | lrm: 0.41 | dt: 481ms | tok/sec: 544,721 | mfu: 13.2% | epoch: 1 | remaining: 60s    
step 00509 (79.8%) | loss: 3.084505 | lrm: 0.40 | dt: 482ms | tok/sec: 543,735 | mfu: 13.1% | epoch: 1 | remaining: 60s    
step 00510 (80.0%) | loss: 3.087589 | lrm: 0.40 | dt: 482ms | tok/sec: 544,176 | mfu: 13.1% | epoch: 1 | remaining: 60s    
step 00511 (80.2%) | loss: 3.087873 | lrm: 0.40 | dt: 481ms | tok/sec: 544,898 | mfu: 13.2% | epoch: 1 | remaining: 59s    
step 00512 (80.3%) | loss: 3.091154 | lrm: 0.39 | dt: 480ms | tok/sec: 546,558 | mfu: 13.2% | epoch: 1 | remaining: 59s    
step 00513 (80.5%) | loss: 3.090095 | lrm: 0.39 | dt: 481ms | tok/sec: 544,942 | mfu: 13.2% | epoch: 1 | remaining: 58s    
step 00514 (80.6%) | loss: 3.081546 | lrm: 0.39 | dt: 482ms | tok/sec: 543,358 | mfu: 13.1% | epoch: 1 | remaining: 58s    
step 00515 (80.8%) | loss: 3.089441 | lrm: 0.38 | dt: 481ms | tok/sec: 544,434 | mfu: 13.2% | epoch: 1 | remaining: 57s    
step 00516 (81.0%) | loss: 3.092698 | lrm: 0.38 | dt: 480ms | tok/sec: 545,648 | mfu: 13.2% | epoch: 1 | remaining: 57s    
step 00517 (81.1%) | loss: 3.085382 | lrm: 0.38 | dt: 480ms | tok/sec: 545,628 | mfu: 13.2% | epoch: 1 | remaining: 56s    
step 00518 (81.3%) | loss: 3.090015 | lrm: 0.37 | dt: 483ms | tok/sec: 542,852 | mfu: 13.1% | epoch: 1 | remaining: 56s    
step 00519 (81.4%) | loss: 3.093981 | lrm: 0.37 | dt: 479ms | tok/sec: 547,709 | mfu: 13.2% | epoch: 1 | remaining: 55s    
step 00520 (81.6%) | loss: 3.091611 | lrm: 0.37 | dt: 481ms | tok/sec: 544,511 | mfu: 13.2% | epoch: 1 | remaining: 55s    
step 00521 (81.8%) | loss: 3.087911 | lrm: 0.36 | dt: 479ms | tok/sec: 547,384 | mfu: 13.2% | epoch: 1 | remaining: 54s    
step 00522 (81.9%) | loss: 3.083260 | lrm: 0.36 | dt: 482ms | tok/sec: 543,533 | mfu: 13.1% | epoch: 1 | remaining: 54s    
step 00523 (82.1%) | loss: 3.079061 | lrm: 0.36 | dt: 482ms | tok/sec: 543,529 | mfu: 13.1% | epoch: 1 | remaining: 53s    
step 00524 (82.2%) | loss: 3.083195 | lrm: 0.36 | dt: 480ms | tok/sec: 546,024 | mfu: 13.2% | epoch: 1 | remaining: 53s    
step 00525 (82.4%) | loss: 3.087302 | lrm: 0.35 | dt: 482ms | tok/sec: 544,341 | mfu: 13.2% | epoch: 1 | remaining: 52s    
step 00526 (82.6%) | loss: 3.086962 | lrm: 0.35 | dt: 480ms | tok/sec: 546,061 | mfu: 13.2% | epoch: 1 | remaining: 52s    
step 00527 (82.7%) | loss: 3.092122 | lrm: 0.35 | dt: 484ms | tok/sec: 542,019 | mfu: 13.1% | epoch: 1 | remaining: 51s    
step 00528 (82.9%) | loss: 3.085901 | lrm: 0.34 | dt: 480ms | tok/sec: 545,588 | mfu: 13.2% | epoch: 1 | remaining: 51s    
step 00529 (83.0%) | loss: 3.088550 | lrm: 0.34 | dt: 482ms | tok/sec: 544,366 | mfu: 13.2% | epoch: 1 | remaining: 50s    
step 00530 (83.2%) | loss: 3.078221 | lrm: 0.34 | dt: 479ms | tok/sec: 547,041 | mfu: 13.2% | epoch: 1 | remaining: 50s    
step 00531 (83.4%) | loss: 3.078054 | lrm: 0.33 | dt: 483ms | tok/sec: 543,293 | mfu: 13.1% | epoch: 1 | remaining: 49s    
step 00532 (83.5%) | loss: 3.084944 | lrm: 0.33 | dt: 481ms | tok/sec: 544,715 | mfu: 13.2% | epoch: 1 | remaining: 49s    
step 00533 (83.7%) | loss: 3.079425 | lrm: 0.33 | dt: 481ms | tok/sec: 544,961 | mfu: 13.2% | epoch: 1 | remaining: 48s    
step 00534 (83.8%) | loss: 3.073054 | lrm: 0.32 | dt: 480ms | tok/sec: 545,887 | mfu: 13.2% | epoch: 1 | remaining: 48s    
step 00535 (84.0%) | loss: 3.066220 | lrm: 0.32 | dt: 480ms | tok/sec: 546,073 | mfu: 13.2% | epoch: 1 | remaining: 48s    
step 00536 (84.2%) | loss: 3.062370 | lrm: 0.32 | dt: 481ms | tok/sec: 545,155 | mfu: 13.2% | epoch: 1 | remaining: 47s    
step 00537 (84.3%) | loss: 3.068029 | lrm: 0.31 | dt: 484ms | tok/sec: 542,157 | mfu: 13.1% | epoch: 1 | remaining: 47s    
step 00538 (84.5%) | loss: 3.070025 | lrm: 0.31 | dt: 479ms | tok/sec: 546,740 | mfu: 13.2% | epoch: 1 | remaining: 46s    
step 00539 (84.6%) | loss: 3.063668 | lrm: 0.31 | dt: 480ms | tok/sec: 546,404 | mfu: 13.2% | epoch: 1 | remaining: 46s    
step 00540 (84.8%) | loss: 3.063306 | lrm: 0.30 | dt: 481ms | tok/sec: 544,891 | mfu: 13.2% | epoch: 1 | remaining: 45s    
step 00541 (85.0%) | loss: 3.065646 | lrm: 0.30 | dt: 482ms | tok/sec: 543,922 | mfu: 13.1% | epoch: 1 | remaining: 45s    
step 00542 (85.1%) | loss: 3.060858 | lrm: 0.30 | dt: 481ms | tok/sec: 545,529 | mfu: 13.2% | epoch: 1 | remaining: 44s    
step 00543 (85.3%) | loss: 3.060444 | lrm: 0.29 | dt: 480ms | tok/sec: 546,284 | mfu: 13.2% | epoch: 1 | remaining: 44s    
step 00544 (85.4%) | loss: 3.065668 | lrm: 0.29 | dt: 480ms | tok/sec: 546,228 | mfu: 13.2% | epoch: 1 | remaining: 43s    
step 00545 (85.6%) | loss: 3.067281 | lrm: 0.29 | dt: 482ms | tok/sec: 543,608 | mfu: 13.1% | epoch: 1 | remaining: 43s    
step 00546 (85.8%) | loss: 3.068413 | lrm: 0.28 | dt: 483ms | tok/sec: 543,116 | mfu: 13.1% | epoch: 1 | remaining: 42s    
step 00547 (85.9%) | loss: 3.065540 | lrm: 0.28 | dt: 480ms | tok/sec: 546,470 | mfu: 13.2% | epoch: 1 | remaining: 42s    
step 00548 (86.1%) | loss: 3.067485 | lrm: 0.28 | dt: 482ms | tok/sec: 544,355 | mfu: 13.2% | epoch: 1 | remaining: 41s    
step 00549 (86.3%) | loss: 3.063279 | lrm: 0.27 | dt: 481ms | tok/sec: 545,320 | mfu: 13.2% | epoch: 1 | remaining: 41s    
step 00550 (86.4%) | loss: 3.061457 | lrm: 0.27 | dt: 481ms | tok/sec: 544,568 | mfu: 13.2% | epoch: 1 | remaining: 40s    
step 00551 (86.6%) | loss: 3.057495 | lrm: 0.27 | dt: 483ms | tok/sec: 543,053 | mfu: 13.1% | epoch: 1 | remaining: 40s    
step 00552 (86.7%) | loss: 3.063893 | lrm: 0.27 | dt: 481ms | tok/sec: 544,632 | mfu: 13.2% | epoch: 1 | remaining: 39s    
step 00553 (86.9%) | loss: 3.067638 | lrm: 0.26 | dt: 479ms | tok/sec: 547,088 | mfu: 13.2% | epoch: 1 | remaining: 39s    
step 00554 (87.1%) | loss: 3.060825 | lrm: 0.26 | dt: 481ms | tok/sec: 544,842 | mfu: 13.2% | epoch: 1 | remaining: 38s    
step 00555 (87.2%) | loss: 3.058569 | lrm: 0.26 | dt: 480ms | tok/sec: 545,912 | mfu: 13.2% | epoch: 1 | remaining: 38s    
step 00556 (87.4%) | loss: 3.059862 | lrm: 0.25 | dt: 483ms | tok/sec: 543,006 | mfu: 13.1% | epoch: 1 | remaining: 37s    
step 00557 (87.5%) | loss: 3.059482 | lrm: 0.25 | dt: 482ms | tok/sec: 543,412 | mfu: 13.1% | epoch: 1 | remaining: 37s    
step 00558 (87.7%) | loss: 3.057864 | lrm: 0.25 | dt: 482ms | tok/sec: 543,743 | mfu: 13.1% | epoch: 1 | remaining: 36s    
step 00559 (87.9%) | loss: 3.056652 | lrm: 0.24 | dt: 481ms | tok/sec: 545,253 | mfu: 13.2% | epoch: 1 | remaining: 36s    
step 00560 (88.0%) | loss: 3.054482 | lrm: 0.24 | dt: 480ms | tok/sec: 546,372 | mfu: 13.2% | epoch: 1 | remaining: 35s    
step 00561 (88.2%) | loss: 3.056640 | lrm: 0.24 | dt: 481ms | tok/sec: 544,645 | mfu: 13.2% | epoch: 1 | remaining: 35s    
step 00562 (88.3%) | loss: 3.055912 | lrm: 0.23 | dt: 481ms | tok/sec: 545,490 | mfu: 13.2% | epoch: 1 | remaining: 35s    
step 00563 (88.5%) | loss: 3.055388 | lrm: 0.23 | dt: 482ms | tok/sec: 543,742 | mfu: 13.1% | epoch: 1 | remaining: 34s    
step 00564 (88.7%) | loss: 3.057302 | lrm: 0.23 | dt: 481ms | tok/sec: 545,495 | mfu: 13.2% | epoch: 1 | remaining: 34s    
step 00565 (88.8%) | loss: 3.055148 | lrm: 0.22 | dt: 479ms | tok/sec: 546,744 | mfu: 13.2% | epoch: 1 | remaining: 33s    
step 00566 (89.0%) | loss: 3.054806 | lrm: 0.22 | dt: 480ms | tok/sec: 546,458 | mfu: 13.2% | epoch: 1 | remaining: 33s    
step 00567 (89.1%) | loss: 3.053615 | lrm: 0.22 | dt: 482ms | tok/sec: 543,587 | mfu: 13.1% | epoch: 1 | remaining: 32s    
step 00568 (89.3%) | loss: 3.051234 | lrm: 0.21 | dt: 482ms | tok/sec: 544,322 | mfu: 13.2% | epoch: 1 | remaining: 32s    
step 00569 (89.5%) | loss: 3.053083 | lrm: 0.21 | dt: 481ms | tok/sec: 545,448 | mfu: 13.2% | epoch: 1 | remaining: 31s    
step 00570 (89.6%) | loss: 3.057148 | lrm: 0.21 | dt: 480ms | tok/sec: 545,647 | mfu: 13.2% | epoch: 1 | remaining: 31s    
step 00571 (89.8%) | loss: 3.053672 | lrm: 0.20 | dt: 480ms | tok/sec: 546,412 | mfu: 13.2% | epoch: 1 | remaining: 30s    
step 00572 (89.9%) | loss: 3.055290 | lrm: 0.20 | dt: 484ms | tok/sec: 541,687 | mfu: 13.1% | epoch: 1 | remaining: 30s    
step 00573 (90.1%) | loss: 3.051860 | lrm: 0.20 | dt: 480ms | tok/sec: 546,548 | mfu: 13.2% | epoch: 1 | remaining: 29s    
step 00574 (90.3%) | loss: 3.052722 | lrm: 0.19 | dt: 482ms | tok/sec: 543,984 | mfu: 13.1% | epoch: 1 | remaining: 29s    
step 00575 (90.4%) | loss: 3.057072 | lrm: 0.19 | dt: 479ms | tok/sec: 546,969 | mfu: 13.2% | epoch: 1 | remaining: 28s    
step 00576 (90.6%) | loss: 3.055812 | lrm: 0.19 | dt: 480ms | tok/sec: 546,153 | mfu: 13.2% | epoch: 1 | remaining: 28s    
step 00577 (90.7%) | loss: 3.062152 | lrm: 0.19 | dt: 482ms | tok/sec: 543,650 | mfu: 13.1% | epoch: 1 | remaining: 27s    
step 00578 (90.9%) | loss: 3.053308 | lrm: 0.18 | dt: 483ms | tok/sec: 542,619 | mfu: 13.1% | epoch: 1 | remaining: 27s    
step 00579 (91.1%) | loss: 3.055609 | lrm: 0.18 | dt: 482ms | tok/sec: 544,329 | mfu: 13.2% | epoch: 1 | remaining: 26s    
step 00580 (91.2%) | loss: 3.059764 | lrm: 0.18 | dt: 480ms | tok/sec: 545,967 | mfu: 13.2% | epoch: 1 | remaining: 26s    
step 00581 (91.4%) | loss: 3.056326 | lrm: 0.17 | dt: 479ms | tok/sec: 547,109 | mfu: 13.2% | epoch: 1 | remaining: 25s    
step 00582 (91.5%) | loss: 3.056458 | lrm: 0.17 | dt: 484ms | tok/sec: 541,947 | mfu: 13.1% | epoch: 1 | remaining: 25s    
step 00583 (91.7%) | loss: 3.050829 | lrm: 0.17 | dt: 480ms | tok/sec: 545,875 | mfu: 13.2% | epoch: 1 | remaining: 24s    
step 00584 (91.9%) | loss: 3.042263 | lrm: 0.16 | dt: 482ms | tok/sec: 544,123 | mfu: 13.1% | epoch: 1 | remaining: 24s    
step 00585 (92.0%) | loss: 3.042740 | lrm: 0.16 | dt: 479ms | tok/sec: 547,210 | mfu: 13.2% | epoch: 1 | remaining: 23s    
step 00586 (92.2%) | loss: 3.038227 | lrm: 0.16 | dt: 482ms | tok/sec: 544,338 | mfu: 13.2% | epoch: 1 | remaining: 23s    
step 00587 (92.3%) | loss: 3.032191 | lrm: 0.15 | dt: 483ms | tok/sec: 543,243 | mfu: 13.1% | epoch: 1 | remaining: 22s    
step 00588 (92.5%) | loss: 3.039231 | lrm: 0.15 | dt: 481ms | tok/sec: 544,749 | mfu: 13.2% | epoch: 1 | remaining: 22s    
step 00589 (92.7%) | loss: 3.036984 | lrm: 0.15 | dt: 481ms | tok/sec: 545,201 | mfu: 13.2% | epoch: 1 | remaining: 22s    
step 00590 (92.8%) | loss: 3.038634 | lrm: 0.14 | dt: 479ms | tok/sec: 547,160 | mfu: 13.2% | epoch: 1 | remaining: 21s    
step 00591 (93.0%) | loss: 3.044909 | lrm: 0.14 | dt: 482ms | tok/sec: 543,521 | mfu: 13.1% | epoch: 1 | remaining: 21s    
step 00592 (93.1%) | loss: 3.041874 | lrm: 0.14 | dt: 482ms | tok/sec: 544,371 | mfu: 13.2% | epoch: 1 | remaining: 20s    
step 00593 (93.3%) | loss: 3.038354 | lrm: 0.13 | dt: 482ms | tok/sec: 544,011 | mfu: 13.1% | epoch: 1 | remaining: 20s    
step 00594 (93.5%) | loss: 3.032190 | lrm: 0.13 | dt: 482ms | tok/sec: 543,762 | mfu: 13.1% | epoch: 1 | remaining: 19s    
step 00595 (93.6%) | loss: 3.035844 | lrm: 0.13 | dt: 480ms | tok/sec: 546,694 | mfu: 13.2% | epoch: 1 | remaining: 19s    
step 00596 (93.8%) | loss: 3.035257 | lrm: 0.12 | dt: 480ms | tok/sec: 545,870 | mfu: 13.2% | epoch: 1 | remaining: 18s    
step 00597 (93.9%) | loss: 3.035399 | lrm: 0.12 | dt: 481ms | tok/sec: 544,852 | mfu: 13.2% | epoch: 1 | remaining: 18s    
step 00598 (94.1%) | loss: 3.025657 | lrm: 0.12 | dt: 483ms | tok/sec: 542,607 | mfu: 13.1% | epoch: 1 | remaining: 17s    
step 00599 (94.3%) | loss: 3.021206 | lrm: 0.11 | dt: 482ms | tok/sec: 544,099 | mfu: 13.1% | epoch: 1 | remaining: 17s    
step 00600 (94.4%) | loss: 3.027902 | lrm: 0.11 | dt: 480ms | tok/sec: 545,616 | mfu: 13.2% | epoch: 1 | remaining: 16s    
step 00601 (94.6%) | loss: 3.023824 | lrm: 0.11 | dt: 481ms | tok/sec: 545,184 | mfu: 13.2% | epoch: 1 | remaining: 16s    
step 00602 (94.8%) | loss: 3.025515 | lrm: 0.10 | dt: 483ms | tok/sec: 542,676 | mfu: 13.1% | epoch: 1 | remaining: 15s    
step 00603 (94.9%) | loss: 3.030546 | lrm: 0.10 | dt: 480ms | tok/sec: 546,654 | mfu: 13.2% | epoch: 1 | remaining: 15s    
step 00604 (95.1%) | loss: 3.026715 | lrm: 0.10 | dt: 481ms | tok/sec: 544,943 | mfu: 13.2% | epoch: 1 | remaining: 14s    
step 00605 (95.2%) | loss: 3.022399 | lrm: 0.10 | dt: 480ms | tok/sec: 545,851 | mfu: 13.2% | epoch: 1 | remaining: 14s    
step 00606 (95.4%) | loss: 3.019816 | lrm: 0.09 | dt: 484ms | tok/sec: 541,199 | mfu: 13.1% | epoch: 1 | remaining: 13s    
step 00607 (95.6%) | loss: 3.023092 | lrm: 0.09 | dt: 481ms | tok/sec: 544,878 | mfu: 13.2% | epoch: 1 | remaining: 13s    
step 00608 (95.7%) | loss: 3.024602 | lrm: 0.09 | dt: 480ms | tok/sec: 545,942 | mfu: 13.2% | epoch: 1 | remaining: 12s    
step 00609 (95.9%) | loss: 3.021511 | lrm: 0.08 | dt: 481ms | tok/sec: 544,667 | mfu: 13.2% | epoch: 1 | remaining: 12s    
step 00610 (96.0%) | loss: 3.025883 | lrm: 0.08 | dt: 483ms | tok/sec: 542,495 | mfu: 13.1% | epoch: 1 | remaining: 11s    
step 00611 (96.2%) | loss: 3.025587 | lrm: 0.08 | dt: 479ms | tok/sec: 546,880 | mfu: 13.2% | epoch: 1 | remaining: 11s    
step 00612 (96.4%) | loss: 3.020386 | lrm: 0.07 | dt: 482ms | tok/sec: 543,633 | mfu: 13.1% | epoch: 1 | remaining: 10s    
step 00613 (96.5%) | loss: 3.021086 | lrm: 0.07 | dt: 482ms | tok/sec: 544,116 | mfu: 13.1% | epoch: 1 | remaining: 10s    
step 00614 (96.7%) | loss: 3.017444 | lrm: 0.07 | dt: 480ms | tok/sec: 545,777 | mfu: 13.2% | epoch: 1 | remaining: 9s    
step 00615 (96.8%) | loss: 3.012443 | lrm: 0.06 | dt: 480ms | tok/sec: 546,324 | mfu: 13.2% | epoch: 1 | remaining: 9s    
step 00616 (97.0%) | loss: 3.012056 | lrm: 0.06 | dt: 484ms | tok/sec: 542,168 | mfu: 13.1% | epoch: 1 | remaining: 9s    
step 00617 (97.2%) | loss: 3.006671 | lrm: 0.06 | dt: 482ms | tok/sec: 544,172 | mfu: 13.1% | epoch: 1 | remaining: 8s    
step 00618 (97.3%) | loss: 3.005434 | lrm: 0.05 | dt: 480ms | tok/sec: 546,591 | mfu: 13.2% | epoch: 1 | remaining: 8s    
step 00619 (97.5%) | loss: 3.002116 | lrm: 0.05 | dt: 481ms | tok/sec: 545,045 | mfu: 13.2% | epoch: 1 | remaining: 7s    
step 00620 (97.6%) | loss: 3.005083 | lrm: 0.05 | dt: 482ms | tok/sec: 544,304 | mfu: 13.2% | epoch: 1 | remaining: 7s    
step 00621 (97.8%) | loss: 3.008308 | lrm: 0.04 | dt: 484ms | tok/sec: 541,465 | mfu: 13.1% | epoch: 1 | remaining: 6s    
step 00622 (98.0%) | loss: 3.010132 | lrm: 0.04 | dt: 483ms | tok/sec: 542,573 | mfu: 13.1% | epoch: 1 | remaining: 6s    
step 00623 (98.1%) | loss: 3.011519 | lrm: 0.04 | dt: 481ms | tok/sec: 544,513 | mfu: 13.2% | epoch: 1 | remaining: 5s    
step 00624 (98.3%) | loss: 3.010819 | lrm: 0.03 | dt: 479ms | tok/sec: 547,785 | mfu: 13.2% | epoch: 1 | remaining: 5s    
step 00625 (98.4%) | loss: 3.012664 | lrm: 0.03 | dt: 482ms | tok/sec: 543,536 | mfu: 13.1% | epoch: 1 | remaining: 4s    
step 00626 (98.6%) | loss: 3.009808 | lrm: 0.03 | dt: 483ms | tok/sec: 543,164 | mfu: 13.1% | epoch: 1 | remaining: 4s    
step 00627 (98.8%) | loss: 3.010532 | lrm: 0.02 | dt: 483ms | tok/sec: 542,576 | mfu: 13.1% | epoch: 1 | remaining: 3s    
step 00628 (98.9%) | loss: 3.006148 | lrm: 0.02 | dt: 482ms | tok/sec: 544,298 | mfu: 13.2% | epoch: 1 | remaining: 3s    
step 00629 (99.1%) | loss: 3.004076 | lrm: 0.02 | dt: 481ms | tok/sec: 545,218 | mfu: 13.2% | epoch: 1 | remaining: 2s    
step 00630 (99.2%) | loss: 3.005162 | lrm: 0.02 | dt: 479ms | tok/sec: 547,456 | mfu: 13.2% | epoch: 1 | remaining: 2s    
step 00631 (99.4%) | loss: 3.006455 | lrm: 0.01 | dt: 481ms | tok/sec: 544,981 | mfu: 13.2% | epoch: 1 | remaining: 1s    
step 00632 (99.6%) | loss: 3.014785 | lrm: 0.01 | dt: 482ms | tok/sec: 543,519 | mfu: 13.1% | epoch: 1 | remaining: 1s    
step 00633 (99.7%) | loss: 3.016825 | lrm: 0.01 | dt: 482ms | tok/sec: 544,410 | mfu: 13.2% | epoch: 1 | remaining: 0s    
