Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011397 | lrm: 1.00 | dt: 8587ms | tok/sec: 15,264 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.154491 | lrm: 1.00 | dt: 236ms | tok/sec: 554,318 | mfu: 13.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.980862 | lrm: 1.00 | dt: 240ms | tok/sec: 547,182 | mfu: 13.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.574509 | lrm: 1.00 | dt: 237ms | tok/sec: 552,516 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.280329 | lrm: 1.00 | dt: 240ms | tok/sec: 547,070 | mfu: 13.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.949005 | lrm: 1.00 | dt: 238ms | tok/sec: 549,616 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.657879 | lrm: 1.00 | dt: 240ms | tok/sec: 546,875 | mfu: 13.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.415206 | lrm: 1.00 | dt: 239ms | tok/sec: 548,721 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.210602 | lrm: 1.00 | dt: 240ms | tok/sec: 547,037 | mfu: 13.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.032731 | lrm: 1.00 | dt: 240ms | tok/sec: 545,177 | mfu: 13.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.873997 | lrm: 1.00 | dt: 239ms | tok/sec: 549,526 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.732649 | lrm: 1.00 | dt: 239ms | tok/sec: 548,959 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.611961 | lrm: 1.00 | dt: 240ms | tok/sec: 545,709 | mfu: 13.2% | epoch: 1 | remaining: 300s    
step 00013 (0.2%) | loss: 6.505329 | lrm: 1.00 | dt: 241ms | tok/sec: 543,937 | mfu: 13.1% | epoch: 1 | remaining: 299s    
step 00474 (37.3%) | loss: 3.364224 | lrm: 1.00 | dt: 242ms | tok/sec: 541,919 | mfu: 13.1% | epoch: 1 | remaining: 188s    
step 00475 (37.4%) | loss: 3.361770 | lrm: 1.00 | dt: 243ms | tok/sec: 539,252 | mfu: 13.0% | epoch: 1 | remaining: 188s    
step 00476 (37.5%) | loss: 3.354962 | lrm: 1.00 | dt: 243ms | tok/sec: 540,134 | mfu: 13.1% | epoch: 1 | remaining: 187s    
step 00477 (37.6%) | loss: 3.353195 | lrm: 1.00 | dt: 243ms | tok/sec: 539,217 | mfu: 13.0% | epoch: 1 | remaining: 187s    
step 00478 (37.7%) | loss: 3.347338 | lrm: 1.00 | dt: 243ms | tok/sec: 539,765 | mfu: 13.0% | epoch: 1 | remaining: 187s    
step 00479 (37.7%) | loss: 3.347853 | lrm: 1.00 | dt: 242ms | tok/sec: 541,834 | mfu: 13.1% | epoch: 1 | remaining: 187s    
step 00480 (37.8%) | loss: 3.345870 | lrm: 1.00 | dt: 244ms | tok/sec: 538,069 | mfu: 13.0% | epoch: 1 | remaining: 186s    
step 00481 (37.9%) | loss: 3.348906 | lrm: 1.00 | dt: 243ms | tok/sec: 538,926 | mfu: 13.0% | epoch: 1 | remaining: 186s    
step 00482 (38.0%) | loss: 3.348401 | lrm: 1.00 | dt: 243ms | tok/sec: 540,100 | mfu: 13.0% | epoch: 1 | remaining: 186s    
step 00483 (38.1%) | loss: 3.349110 | lrm: 1.00 | dt: 242ms | tok/sec: 541,548 | mfu: 13.1% | epoch: 1 | remaining: 186s    
step 00484 (38.1%) | loss: 3.350775 | lrm: 1.00 | dt: 242ms | tok/sec: 540,815 | mfu: 13.1% | epoch: 1 | remaining: 185s    
step 00485 (38.2%) | loss: 3.353131 | lrm: 1.00 | dt: 243ms | tok/sec: 538,920 | mfu: 13.0% | epoch: 1 | remaining: 185s    
step 00486 (38.3%) | loss: 3.347777 | lrm: 1.00 | dt: 243ms | tok/sec: 538,657 | mfu: 13.0% | epoch: 1 | remaining: 185s    
step 00487 (38.4%) | loss: 3.344465 | lrm: 1.00 | dt: 243ms | tok/sec: 539,249 | mfu: 13.0% | epoch: 1 | remaining: 185s    
step 00488 (38.5%) | loss: 3.339512 | lrm: 1.00 | dt: 242ms | tok/sec: 542,385 | mfu: 13.1% | epoch: 1 | remaining: 184s    
step 00489 (38.5%) | loss: 3.326065 | lrm: 1.00 | dt: 242ms | tok/sec: 541,997 | mfu: 13.1% | epoch: 1 | remaining: 184s    
step 00490 (38.6%) | loss: 3.317902 | lrm: 1.00 | dt: 242ms | tok/sec: 542,654 | mfu: 13.1% | epoch: 1 | remaining: 184s    
step 00491 (38.7%) | loss: 3.315972 | lrm: 1.00 | dt: 241ms | tok/sec: 544,824 | mfu: 13.2% | epoch: 1 | remaining: 184s    
step 00492 (38.8%) | loss: 3.313685 | lrm: 1.00 | dt: 241ms | tok/sec: 544,872 | mfu: 13.2% | epoch: 1 | remaining: 183s    
step 00493 (38.9%) | loss: 3.314542 | lrm: 1.00 | dt: 243ms | tok/sec: 539,055 | mfu: 13.0% | epoch: 1 | remaining: 183s    
step 00494 (38.9%) | loss: 3.312418 | lrm: 1.00 | dt: 242ms | tok/sec: 541,965 | mfu: 13.1% | epoch: 1 | remaining: 183s    
step 00495 (39.0%) | loss: 3.317002 | lrm: 1.00 | dt: 243ms | tok/sec: 540,420 | mfu: 13.1% | epoch: 1 | remaining: 183s    
step 00496 (39.1%) | loss: 3.315789 | lrm: 1.00 | dt: 241ms | tok/sec: 543,545 | mfu: 13.1% | epoch: 1 | remaining: 182s    
step 00497 (39.2%) | loss: 3.318619 | lrm: 1.00 | dt: 241ms | tok/sec: 543,123 | mfu: 13.1% | epoch: 1 | remaining: 182s    
step 00498 (39.3%) | loss: 3.323250 | lrm: 1.00 | dt: 244ms | tok/sec: 538,254 | mfu: 13.0% | epoch: 1 | remaining: 182s    
step 00499 (39.3%) | loss: 3.326487 | lrm: 1.00 | dt: 242ms | tok/sec: 541,030 | mfu: 13.1% | epoch: 1 | remaining: 182s    
step 00500 (39.4%) | loss: 3.328604 | lrm: 1.00 | dt: 243ms | tok/sec: 539,107 | mfu: 13.0% | epoch: 1 | remaining: 181s    
step 00501 (39.5%) | loss: 3.327950 | lrm: 1.00 | dt: 242ms | tok/sec: 541,402 | mfu: 13.1% | epoch: 1 | remaining: 181s    
step 00502 (39.6%) | loss: 3.328921 | lrm: 1.00 | dt: 244ms | tok/sec: 537,615 | mfu: 13.0% | epoch: 1 | remaining: 181s    
step 00503 (39.7%) | loss: 3.330084 | lrm: 1.00 | dt: 243ms | tok/sec: 539,077 | mfu: 13.0% | epoch: 1 | remaining: 181s    
step 00504 (39.8%) | loss: 3.324000 | lrm: 1.00 | dt: 242ms | tok/sec: 542,483 | mfu: 13.1% | epoch: 1 | remaining: 180s    
step 00505 (39.8%) | loss: 3.321586 | lrm: 1.00 | dt: 241ms | tok/sec: 544,099 | mfu: 13.1% | epoch: 1 | remaining: 180s    
step 00506 (39.9%) | loss: 3.319625 | lrm: 1.00 | dt: 241ms | tok/sec: 544,164 | mfu: 13.1% | epoch: 1 | remaining: 180s    
step 00507 (40.0%) | loss: 3.320581 | lrm: 1.00 | dt: 242ms | tok/sec: 540,577 | mfu: 13.1% | epoch: 1 | remaining: 180s    
step 00508 (40.1%) | loss: 3.318312 | lrm: 1.00 | dt: 241ms | tok/sec: 544,577 | mfu: 13.2% | epoch: 1 | remaining: 180s    
step 00509 (40.2%) | loss: 3.314729 | lrm: 1.00 | dt: 242ms | tok/sec: 541,452 | mfu: 13.1% | epoch: 1 | remaining: 179s    
step 00510 (40.2%) | loss: 3.320167 | lrm: 1.00 | dt: 242ms | tok/sec: 542,582 | mfu: 13.1% | epoch: 1 | remaining: 179s    
step 00511 (40.3%) | loss: 3.321937 | lrm: 1.00 | dt: 243ms | tok/sec: 538,722 | mfu: 13.0% | epoch: 1 | remaining: 179s    
step 00512 (40.4%) | loss: 3.317764 | lrm: 1.00 | dt: 241ms | tok/sec: 543,128 | mfu: 13.1% | epoch: 1 | remaining: 179s    
step 00513 (40.5%) | loss: 3.312205 | lrm: 1.00 | dt: 244ms | tok/sec: 537,266 | mfu: 13.0% | epoch: 1 | remaining: 178s    
step 00514 (40.6%) | loss: 3.313218 | lrm: 1.00 | dt: 244ms | tok/sec: 536,769 | mfu: 13.0% | epoch: 1 | remaining: 178s    
step 00515 (40.6%) | loss: 3.310324 | lrm: 1.00 | dt: 243ms | tok/sec: 540,084 | mfu: 13.0% | epoch: 1 | remaining: 178s    
step 00516 (40.7%) | loss: 3.312076 | lrm: 1.00 | dt: 241ms | tok/sec: 542,960 | mfu: 13.1% | epoch: 1 | remaining: 178s    
step 00517 (40.8%) | loss: 3.314942 | lrm: 1.00 | dt: 243ms | tok/sec: 538,797 | mfu: 13.0% | epoch: 1 | remaining: 177s    
step 00518 (40.9%) | loss: 3.310461 | lrm: 1.00 | dt: 245ms | tok/sec: 535,885 | mfu: 12.9% | epoch: 1 | remaining: 177s    
step 00519 (41.0%) | loss: 3.309887 | lrm: 1.00 | dt: 244ms | tok/sec: 537,879 | mfu: 13.0% | epoch: 1 | remaining: 177s    
step 00520 (41.0%) | loss: 3.305161 | lrm: 1.00 | dt: 241ms | tok/sec: 542,958 | mfu: 13.1% | epoch: 1 | remaining: 177s    
step 00521 (41.1%) | loss: 3.306272 | lrm: 1.00 | dt: 244ms | tok/sec: 537,807 | mfu: 13.0% | epoch: 1 | remaining: 176s    
step 00522 (41.2%) | loss: 3.307845 | lrm: 1.00 | dt: 242ms | tok/sec: 541,563 | mfu: 13.1% | epoch: 1 | remaining: 176s    
step 00523 (41.3%) | loss: 3.305623 | lrm: 1.00 | dt: 245ms | tok/sec: 535,327 | mfu: 12.9% | epoch: 1 | remaining: 176s    
step 00524 (41.4%) | loss: 3.309201 | lrm: 1.00 | dt: 242ms | tok/sec: 542,347 | mfu: 13.1% | epoch: 1 | remaining: 176s    
step 00525 (41.5%) | loss: 3.308077 | lrm: 1.00 | dt: 243ms | tok/sec: 540,427 | mfu: 13.1% | epoch: 1 | remaining: 175s    
step 00526 (41.5%) | loss: 3.306468 | lrm: 1.00 | dt: 243ms | tok/sec: 539,147 | mfu: 13.0% | epoch: 1 | remaining: 175s    
step 00527 (41.6%) | loss: 3.307165 | lrm: 1.00 | dt: 243ms | tok/sec: 540,201 | mfu: 13.1% | epoch: 1 | remaining: 175s    
step 00528 (41.7%) | loss: 3.302699 | lrm: 1.00 | dt: 243ms | tok/sec: 540,275 | mfu: 13.1% | epoch: 1 | remaining: 175s    
step 00529 (41.8%) | loss: 3.305288 | lrm: 1.00 | dt: 242ms | tok/sec: 541,275 | mfu: 13.1% | epoch: 1 | remaining: 174s    
step 00530 (41.9%) | loss: 3.305326 | lrm: 1.00 | dt: 242ms | tok/sec: 541,168 | mfu: 13.1% | epoch: 1 | remaining: 174s    
step 00531 (41.9%) | loss: 3.304819 | lrm: 1.00 | dt: 243ms | tok/sec: 539,405 | mfu: 13.0% | epoch: 1 | remaining: 174s    
step 00532 (42.0%) | loss: 3.305545 | lrm: 1.00 | dt: 243ms | tok/sec: 539,308 | mfu: 13.0% | epoch: 1 | remaining: 174s    
step 00533 (42.1%) | loss: 3.300881 | lrm: 1.00 | dt: 242ms | tok/sec: 540,716 | mfu: 13.1% | epoch: 1 | remaining: 173s    
step 00534 (42.2%) | loss: 3.307080 | lrm: 1.00 | dt: 242ms | tok/sec: 541,706 | mfu: 13.1% | epoch: 1 | remaining: 173s    
step 00535 (42.3%) | loss: 3.298042 | lrm: 1.00 | dt: 243ms | tok/sec: 540,380 | mfu: 13.1% | epoch: 1 | remaining: 173s    
step 00536 (42.3%) | loss: 3.299934 | lrm: 1.00 | dt: 242ms | tok/sec: 542,076 | mfu: 13.1% | epoch: 1 | remaining: 173s    
step 00537 (42.4%) | loss: 3.305903 | lrm: 1.00 | dt: 241ms | tok/sec: 542,790 | mfu: 13.1% | epoch: 1 | remaining: 172s    
step 00538 (42.5%) | loss: 3.306813 | lrm: 1.00 | dt: 241ms | tok/sec: 544,036 | mfu: 13.1% | epoch: 1 | remaining: 172s    
step 00539 (42.6%) | loss: 3.303002 | lrm: 1.00 | dt: 241ms | tok/sec: 543,014 | mfu: 13.1% | epoch: 1 | remaining: 172s    
step 00540 (42.7%) | loss: 3.295455 | lrm: 1.00 | dt: 242ms | tok/sec: 542,120 | mfu: 13.1% | epoch: 1 | remaining: 172s    
step 00541 (42.7%) | loss: 3.292863 | lrm: 1.00 | dt: 240ms | tok/sec: 547,098 | mfu: 13.2% | epoch: 1 | remaining: 172s    
step 00542 (42.8%) | loss: 3.296735 | lrm: 1.00 | dt: 242ms | tok/sec: 541,595 | mfu: 13.1% | epoch: 1 | remaining: 171s    
step 00543 (42.9%) | loss: 3.298107 | lrm: 1.00 | dt: 243ms | tok/sec: 540,266 | mfu: 13.1% | epoch: 1 | remaining: 171s    
step 00544 (43.0%) | loss: 3.289312 | lrm: 1.00 | dt: 242ms | tok/sec: 540,761 | mfu: 13.1% | epoch: 1 | remaining: 171s    
step 00545 (43.1%) | loss: 3.294544 | lrm: 1.00 | dt: 242ms | tok/sec: 542,605 | mfu: 13.1% | epoch: 1 | remaining: 171s    
step 00546 (43.1%) | loss: 3.296615 | lrm: 1.00 | dt: 240ms | tok/sec: 545,162 | mfu: 13.2% | epoch: 1 | remaining: 170s    
step 00547 (43.2%) | loss: 3.288939 | lrm: 1.00 | dt: 242ms | tok/sec: 540,648 | mfu: 13.1% | epoch: 1 | remaining: 170s    
step 00548 (43.3%) | loss: 3.289865 | lrm: 1.00 | dt: 243ms | tok/sec: 539,706 | mfu: 13.0% | epoch: 1 | remaining: 170s    
step 00549 (43.4%) | loss: 3.280014 | lrm: 1.00 | dt: 242ms | tok/sec: 542,214 | mfu: 13.1% | epoch: 1 | remaining: 170s    
step 00550 (43.5%) | loss: 3.277888 | lrm: 1.00 | dt: 242ms | tok/sec: 542,095 | mfu: 13.1% | epoch: 1 | remaining: 169s    
step 00551 (43.5%) | loss: 3.285415 | lrm: 1.00 | dt: 242ms | tok/sec: 542,035 | mfu: 13.1% | epoch: 1 | remaining: 169s    
step 00552 (43.6%) | loss: 3.281724 | lrm: 1.00 | dt: 242ms | tok/sec: 541,263 | mfu: 13.1% | epoch: 1 | remaining: 169s    
step 00553 (43.7%) | loss: 3.284691 | lrm: 1.00 | dt: 241ms | tok/sec: 543,764 | mfu: 13.1% | epoch: 1 | remaining: 169s    
step 00554 (43.8%) | loss: 3.276625 | lrm: 1.00 | dt: 243ms | tok/sec: 538,763 | mfu: 13.0% | epoch: 1 | remaining: 168s    
step 00555 (43.9%) | loss: 3.277139 | lrm: 1.00 | dt: 242ms | tok/sec: 541,701 | mfu: 13.1% | epoch: 1 | remaining: 168s    
step 00556 (44.0%) | loss: 3.282087 | lrm: 1.00 | dt: 242ms | tok/sec: 541,537 | mfu: 13.1% | epoch: 1 | remaining: 168s    
step 00557 (44.0%) | loss: 3.287982 | lrm: 1.00 | dt: 242ms | tok/sec: 542,446 | mfu: 13.1% | epoch: 1 | remaining: 168s    
step 00558 (44.1%) | loss: 3.279653 | lrm: 1.00 | dt: 243ms | tok/sec: 538,395 | mfu: 13.0% | epoch: 1 | remaining: 167s    
step 00559 (44.2%) | loss: 3.279199 | lrm: 1.00 | dt: 243ms | tok/sec: 540,117 | mfu: 13.1% | epoch: 1 | remaining: 167s    
step 00560 (44.3%) | loss: 3.271596 | lrm: 1.00 | dt: 242ms | tok/sec: 541,596 | mfu: 13.1% | epoch: 1 | remaining: 167s    
step 00561 (44.4%) | loss: 3.269396 | lrm: 1.00 | dt: 241ms | tok/sec: 542,763 | mfu: 13.1% | epoch: 1 | remaining: 167s    
step 00562 (44.4%) | loss: 3.267438 | lrm: 1.00 | dt: 243ms | tok/sec: 538,653 | mfu: 13.0% | epoch: 1 | remaining: 166s    
step 00563 (44.5%) | loss: 3.269210 | lrm: 1.00 | dt: 242ms | tok/sec: 541,873 | mfu: 13.1% | epoch: 1 | remaining: 166s    
step 00564 (44.6%) | loss: 3.266434 | lrm: 1.00 | dt: 244ms | tok/sec: 536,879 | mfu: 13.0% | epoch: 1 | remaining: 166s    
step 00565 (44.7%) | loss: 3.263846 | lrm: 1.00 | dt: 241ms | tok/sec: 543,636 | mfu: 13.1% | epoch: 1 | remaining: 166s    
step 00566 (44.8%) | loss: 3.267021 | lrm: 1.00 | dt: 242ms | tok/sec: 541,351 | mfu: 13.1% | epoch: 1 | remaining: 165s    
step 00567 (44.8%) | loss: 3.264206 | lrm: 1.00 | dt: 242ms | tok/sec: 541,761 | mfu: 13.1% | epoch: 1 | remaining: 165s    
step 00568 (44.9%) | loss: 3.266271 | lrm: 1.00 | dt: 243ms | tok/sec: 540,335 | mfu: 13.1% | epoch: 1 | remaining: 165s    
step 00569 (45.0%) | loss: 3.266228 | lrm: 1.00 | dt: 243ms | tok/sec: 539,332 | mfu: 13.0% | epoch: 1 | remaining: 165s    
step 00570 (45.1%) | loss: 3.266827 | lrm: 1.00 | dt: 242ms | tok/sec: 541,599 | mfu: 13.1% | epoch: 1 | remaining: 165s    
step 00571 (45.2%) | loss: 3.271548 | lrm: 1.00 | dt: 242ms | tok/sec: 541,264 | mfu: 13.1% | epoch: 1 | remaining: 164s    
step 00572 (45.2%) | loss: 3.272243 | lrm: 1.00 | dt: 242ms | tok/sec: 541,212 | mfu: 13.1% | epoch: 1 | remaining: 164s    
step 00573 (45.3%) | loss: 3.272490 | lrm: 1.00 | dt: 243ms | tok/sec: 539,523 | mfu: 13.0% | epoch: 1 | remaining: 164s    
step 00574 (45.4%) | loss: 3.274085 | lrm: 1.00 | dt: 242ms | tok/sec: 541,011 | mfu: 13.1% | epoch: 1 | remaining: 164s    
step 00575 (45.5%) | loss: 3.275862 | lrm: 1.00 | dt: 243ms | tok/sec: 540,351 | mfu: 13.1% | epoch: 1 | remaining: 163s    
step 00576 (45.6%) | loss: 3.277615 | lrm: 1.00 | dt: 243ms | tok/sec: 540,197 | mfu: 13.1% | epoch: 1 | remaining: 163s    
step 00577 (45.6%) | loss: 3.269893 | lrm: 1.00 | dt: 243ms | tok/sec: 540,480 | mfu: 13.1% | epoch: 1 | remaining: 163s    
step 00578 (45.7%) | loss: 3.271589 | lrm: 1.00 | dt: 243ms | tok/sec: 540,047 | mfu: 13.0% | epoch: 1 | remaining: 163s    
step 00579 (45.8%) | loss: 3.267215 | lrm: 1.00 | dt: 242ms | tok/sec: 541,368 | mfu: 13.1% | epoch: 1 | remaining: 162s    
step 00580 (45.9%) | loss: 3.280674 | lrm: 1.00 | dt: 243ms | tok/sec: 539,523 | mfu: 13.0% | epoch: 1 | remaining: 162s    
step 00581 (46.0%) | loss: 3.281338 | lrm: 1.00 | dt: 242ms | tok/sec: 540,834 | mfu: 13.1% | epoch: 1 | remaining: 162s    
step 00582 (46.1%) | loss: 3.279725 | lrm: 1.00 | dt: 243ms | tok/sec: 539,225 | mfu: 13.0% | epoch: 1 | remaining: 162s    
step 00583 (46.1%) | loss: 3.281809 | lrm: 1.00 | dt: 242ms | tok/sec: 540,917 | mfu: 13.1% | epoch: 1 | remaining: 161s    
step 00584 (46.2%) | loss: 3.280288 | lrm: 1.00 | dt: 243ms | tok/sec: 539,453 | mfu: 13.0% | epoch: 1 | remaining: 161s    
step 00585 (46.3%) | loss: 3.278677 | lrm: 1.00 | dt: 244ms | tok/sec: 537,878 | mfu: 13.0% | epoch: 1 | remaining: 161s    
step 00586 (46.4%) | loss: 3.280673 | lrm: 1.00 | dt: 243ms | tok/sec: 538,971 | mfu: 13.0% | epoch: 1 | remaining: 161s    
step 00587 (46.5%) | loss: 3.279907 | lrm: 1.00 | dt: 241ms | tok/sec: 542,918 | mfu: 13.1% | epoch: 1 | remaining: 160s    
step 00588 (46.5%) | loss: 3.281606 | lrm: 1.00 | dt: 243ms | tok/sec: 538,601 | mfu: 13.0% | epoch: 1 | remaining: 160s    
step 00589 (46.6%) | loss: 3.276454 | lrm: 1.00 | dt: 242ms | tok/sec: 541,162 | mfu: 13.1% | epoch: 1 | remaining: 160s    
step 00590 (46.7%) | loss: 3.277157 | lrm: 1.00 | dt: 243ms | tok/sec: 539,581 | mfu: 13.0% | epoch: 1 | remaining: 160s    
step 00591 (46.8%) | loss: 3.282447 | lrm: 1.00 | dt: 242ms | tok/sec: 541,907 | mfu: 13.1% | epoch: 1 | remaining: 159s    
step 00592 (46.9%) | loss: 3.282068 | lrm: 1.00 | dt: 243ms | tok/sec: 539,093 | mfu: 13.0% | epoch: 1 | remaining: 159s    
step 00593 (46.9%) | loss: 3.285948 | lrm: 1.00 | dt: 244ms | tok/sec: 538,017 | mfu: 13.0% | epoch: 1 | remaining: 159s    
step 00594 (47.0%) | loss: 3.286751 | lrm: 1.00 | dt: 243ms | tok/sec: 538,435 | mfu: 13.0% | epoch: 1 | remaining: 159s    
step 00595 (47.1%) | loss: 3.291988 | lrm: 1.00 | dt: 242ms | tok/sec: 542,520 | mfu: 13.1% | epoch: 1 | remaining: 158s    
step 00596 (47.2%) | loss: 3.286037 | lrm: 1.00 | dt: 243ms | tok/sec: 540,247 | mfu: 13.1% | epoch: 1 | remaining: 158s    
step 00597 (47.3%) | loss: 3.281720 | lrm: 1.00 | dt: 243ms | tok/sec: 539,383 | mfu: 13.0% | epoch: 1 | remaining: 158s    
step 00598 (47.3%) | loss: 3.281296 | lrm: 1.00 | dt: 243ms | tok/sec: 538,628 | mfu: 13.0% | epoch: 1 | remaining: 158s    
step 00599 (47.4%) | loss: 3.281760 | lrm: 1.00 | dt: 243ms | tok/sec: 539,674 | mfu: 13.0% | epoch: 1 | remaining: 157s    
step 00600 (47.5%) | loss: 3.271270 | lrm: 1.00 | dt: 243ms | tok/sec: 538,779 | mfu: 13.0% | epoch: 1 | remaining: 157s    
step 00601 (47.6%) | loss: 3.266839 | lrm: 1.00 | dt: 241ms | tok/sec: 543,821 | mfu: 13.1% | epoch: 1 | remaining: 157s    
step 00602 (47.7%) | loss: 3.264716 | lrm: 1.00 | dt: 243ms | tok/sec: 538,607 | mfu: 13.0% | epoch: 1 | remaining: 157s    
step 00603 (47.8%) | loss: 3.259850 | lrm: 1.00 | dt: 242ms | tok/sec: 541,876 | mfu: 13.1% | epoch: 1 | remaining: 157s    
step 00604 (47.8%) | loss: 3.257466 | lrm: 1.00 | dt: 243ms | tok/sec: 539,521 | mfu: 13.0% | epoch: 1 | remaining: 156s    
step 00605 (47.9%) | loss: 3.261978 | lrm: 1.00 | dt: 241ms | tok/sec: 543,130 | mfu: 13.1% | epoch: 1 | remaining: 156s    
step 00606 (48.0%) | loss: 3.265749 | lrm: 1.00 | dt: 243ms | tok/sec: 539,891 | mfu: 13.0% | epoch: 1 | remaining: 156s    
step 00607 (48.1%) | loss: 3.265010 | lrm: 1.00 | dt: 242ms | tok/sec: 540,695 | mfu: 13.1% | epoch: 1 | remaining: 156s    
step 00608 (48.2%) | loss: 3.264613 | lrm: 1.00 | dt: 244ms | tok/sec: 537,975 | mfu: 13.0% | epoch: 1 | remaining: 155s    
step 00609 (48.2%) | loss: 3.269052 | lrm: 1.00 | dt: 242ms | tok/sec: 540,617 | mfu: 13.1% | epoch: 1 | remaining: 155s    
step 00610 (48.3%) | loss: 3.264134 | lrm: 1.00 | dt: 243ms | tok/sec: 540,354 | mfu: 13.1% | epoch: 1 | remaining: 155s    
step 00611 (48.4%) | loss: 3.267556 | lrm: 1.00 | dt: 244ms | tok/sec: 537,924 | mfu: 13.0% | epoch: 1 | remaining: 155s    
step 00612 (48.5%) | loss: 3.262348 | lrm: 1.00 | dt: 243ms | tok/sec: 538,427 | mfu: 13.0% | epoch: 1 | remaining: 154s    
step 00613 (48.6%) | loss: 3.262739 | lrm: 1.00 | dt: 243ms | tok/sec: 539,117 | mfu: 13.0% | epoch: 1 | remaining: 154s    
step 00614 (48.6%) | loss: 3.263339 | lrm: 1.00 | dt: 241ms | tok/sec: 542,908 | mfu: 13.1% | epoch: 1 | remaining: 154s    
step 00615 (48.7%) | loss: 3.265322 | lrm: 1.00 | dt: 244ms | tok/sec: 537,533 | mfu: 13.0% | epoch: 1 | remaining: 154s    
step 00616 (48.8%) | loss: 3.274221 | lrm: 1.00 | dt: 243ms | tok/sec: 539,576 | mfu: 13.0% | epoch: 1 | remaining: 153s    
step 00617 (48.9%) | loss: 3.274870 | lrm: 1.00 | dt: 242ms | tok/sec: 541,976 | mfu: 13.1% | epoch: 1 | remaining: 153s    
step 00618 (49.0%) | loss: 3.277489 | lrm: 1.00 | dt: 244ms | tok/sec: 537,974 | mfu: 13.0% | epoch: 1 | remaining: 153s    
step 00619 (49.0%) | loss: 3.275590 | lrm: 1.00 | dt: 244ms | tok/sec: 538,264 | mfu: 13.0% | epoch: 1 | remaining: 153s    
step 00620 (49.1%) | loss: 3.273589 | lrm: 1.00 | dt: 242ms | tok/sec: 541,674 | mfu: 13.1% | epoch: 1 | remaining: 152s    
step 00621 (49.2%) | loss: 3.276614 | lrm: 1.00 | dt: 242ms | tok/sec: 541,358 | mfu: 13.1% | epoch: 1 | remaining: 152s    
step 00622 (49.3%) | loss: 3.271842 | lrm: 1.00 | dt: 243ms | tok/sec: 539,425 | mfu: 13.0% | epoch: 1 | remaining: 152s    
step 00623 (49.4%) | loss: 3.270295 | lrm: 1.00 | dt: 243ms | tok/sec: 540,251 | mfu: 13.1% | epoch: 1 | remaining: 152s    
step 00624 (49.5%) | loss: 3.265039 | lrm: 1.00 | dt: 243ms | tok/sec: 539,826 | mfu: 13.0% | epoch: 1 | remaining: 151s    
step 00625 (49.5%) | loss: 3.264899 | lrm: 1.00 | dt: 241ms | tok/sec: 542,781 | mfu: 13.1% | epoch: 1 | remaining: 151s    
step 00626 (49.6%) | loss: 3.263429 | lrm: 1.00 | dt: 243ms | tok/sec: 539,238 | mfu: 13.0% | epoch: 1 | remaining: 151s    
step 00627 (49.7%) | loss: 3.261594 | lrm: 1.00 | dt: 243ms | tok/sec: 539,646 | mfu: 13.0% | epoch: 1 | remaining: 151s    
step 00628 (49.8%) | loss: 3.257361 | lrm: 1.00 | dt: 243ms | tok/sec: 538,983 | mfu: 13.0% | epoch: 1 | remaining: 150s    
step 00629 (49.9%) | loss: 3.255345 | lrm: 1.00 | dt: 242ms | tok/sec: 541,912 | mfu: 13.1% | epoch: 1 | remaining: 150s    
step 00630 (49.9%) | loss: 3.258571 | lrm: 1.00 | dt: 243ms | tok/sec: 538,449 | mfu: 13.0% | epoch: 1 | remaining: 150s    
step 00631 (50.0%) | loss: 3.256854 | lrm: 1.00 | dt: 243ms | tok/sec: 539,344 | mfu: 13.0% | epoch: 1 | remaining: 150s    
step 00632 (50.1%) | loss: 3.254361 | lrm: 1.00 | dt: 243ms | tok/sec: 538,330 | mfu: 13.0% | epoch: 1 | remaining: 149s    
