Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
===
Beam search k=1, segment=20, cooldown=20
Seed: 42
Target steps: 1160
Effective total steps: 1160
Segment steps: 20
Cooldown steps: 20
Initial LR_MULTs: (0.5, 0.75, 1.0, 1.25, 1.5, 1.75, 2.0)
Child LR factors: (0.8, 1.0, 1.2)
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_sizes': (256, 256, 256, 2048, 256, 256, 256, 2048)}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.107668e+08
Device batch size: 64
Gradient accumulation steps: 1
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
---
Round 1/58: fixed steps 1-20, cooldown scoring steps 21-40
  candidate 1/7 | parent_step=0 | LR_MULT=0.5

    step 0001/1160 | LR_MULT 0.5 | loss 9.011397 | avg3 9.011397 | dt 10546ms | tok/sec 12,428 | mfu 0.3% | epoch 1    
    step 1016/1150 | LR_MULT 0.0703687 | loss 3.035151 | avg3 3.033417 | dt 233ms | tok/sec 561,615 | mfu 12.0% | epoch 1    
    step 1017/1150 | LR_MULT 0.0703687 | loss 2.939188 | avg3 3.011055 | dt 232ms | tok/sec 564,749 | mfu 12.0% | epoch 1    
    step 1018/1150 | LR_MULT 0.0703687 | loss 2.931838 | avg3 2.968726 | dt 233ms | tok/sec 562,011 | mfu 12.0% | epoch 1    
    step 1019/1150 | LR_MULT 0.0703687 | loss 3.027308 | avg3 2.966112 | dt 233ms | tok/sec 562,463 | mfu 12.0% | epoch 1    
    step 1020/1150 | LR_MULT 0.0703687 | loss 2.981237 | avg3 2.980128 | dt 233ms | tok/sec 562,050 | mfu 12.0% | epoch 1    
    step 1021/1150 | LR_MULT 0.0703687 | loss 2.984270 | avg3 2.997605 | dt 232ms | tok/sec 565,549 | mfu 12.0% | epoch 1    
    step 1022/1150 | LR_MULT 0.0703687 | loss 3.066674 | avg3 3.010727 | dt 234ms | tok/sec 559,495 | mfu 11.9% | epoch 1    
    step 1023/1150 | LR_MULT 0.0703687 | loss 3.000648 | avg3 3.017198 | dt 232ms | tok/sec 565,637 | mfu 12.0% | epoch 1    
    step 1024/1150 | LR_MULT 0.0703687 | loss 2.994123 | avg3 3.020482 | dt 234ms | tok/sec 560,610 | mfu 11.9% | epoch 1    
    step 1025/1150 | LR_MULT 0.0703687 | loss 3.017268 | avg3 3.004013 | dt 233ms | tok/sec 562,454 | mfu 12.0% | epoch 1    
    step 1026/1150 | LR_MULT 0.0703687 | loss 3.049592 | avg3 3.020327 | dt 233ms | tok/sec 562,173 | mfu 12.0% | epoch 1    
    step 1027/1150 | LR_MULT 0.0703687 | loss 2.987095 | avg3 3.017985 | dt 232ms | tok/sec 565,223 | mfu 12.0% | epoch 1    
    step 1028/1150 | LR_MULT 0.0703687 | loss 3.031433 | avg3 3.022707 | dt 234ms | tok/sec 560,610 | mfu 11.9% | epoch 1    
    step 1029/1150 | LR_MULT 0.0703687 | loss 3.053683 | avg3 3.024070 | dt 232ms | tok/sec 564,045 | mfu 12.0% | epoch 1    
    step 1030/1150 | LR_MULT 0.0703687 | loss 2.954207 | avg3 3.013108 | dt 233ms | tok/sec 562,690 | mfu 12.0% | epoch 1    
    step 1031/1150 | LR_MULT 0.0703687 | loss 3.016860 | avg3 3.008250 | dt 233ms | tok/sec 561,973 | mfu 12.0% | epoch 1    
    step 1032/1150 | LR_MULT 0.0703687 | loss 3.090944 | avg3 3.020671 | dt 233ms | tok/sec 562,990 | mfu 12.0% | epoch 1    
    step 1033/1150 | LR_MULT 0.0703687 | loss 2.967398 | avg3 3.025068 | dt 232ms | tok/sec 564,715 | mfu 12.0% | epoch 1    
    step 1034/1150 | LR_MULT 0.0703687 | loss 3.058455 | avg3 3.038932 | dt 234ms | tok/sec 561,202 | mfu 12.0% | epoch 1    
    step 1035/1150 | LR_MULT 0.0703687 | loss 3.054014 | avg3 3.026622 | dt 233ms | tok/sec 561,655 | mfu 12.0% | epoch 1    
    step 1036/1150 | LR_MULT 0.0703687 | loss 3.002733 | avg3 3.038401 | dt 233ms | tok/sec 562,761 | mfu 12.0% | epoch 1    
    step 1037/1150 | LR_MULT 0.0703687 | loss 3.064872 | avg3 3.040540 | dt 232ms | tok/sec 563,942 | mfu 12.0% | epoch 1    
    step 1038/1150 | LR_MULT 0.0703687 | loss 2.945399 | avg3 3.004335 | dt 234ms | tok/sec 559,989 | mfu 11.9% | epoch 1    
    step 1039/1150 | LR_MULT 0.0703687 | loss 2.955111 | avg3 2.988461 | dt 233ms | tok/sec 563,501 | mfu 12.0% | epoch 1    
    step 1040/1150 | LR_MULT 0.0703687 | loss 3.007233 | avg3 2.969248 | dt 233ms | tok/sec 562,412 | mfu 12.0% | epoch 1    
    step 1041/1150 | LR_MULT 0.0703687 | loss 2.944432 | avg3 2.968925 | dt 233ms | tok/sec 563,239 | mfu 12.0% | epoch 1    
    step 1042/1150 | LR_MULT 0.0703687 | loss 3.054288 | avg3 3.001984 | dt 233ms | tok/sec 563,662 | mfu 12.0% | epoch 1    
    step 1043/1150 | LR_MULT 0.0703687 | loss 3.064053 | avg3 3.020924 | dt 234ms | tok/sec 560,542 | mfu 11.9% | epoch 1    
    step 1044/1150 | LR_MULT 0.0703687 | loss 2.985624 | avg3 3.034655 | dt 232ms | tok/sec 564,157 | mfu 12.0% | epoch 1    
    step 1045/1150 | LR_MULT 0.0703687 | loss 2.976266 | avg3 3.008648 | dt 234ms | tok/sec 559,948 | mfu 11.9% | epoch 1    
    step 1046/1150 | LR_MULT 0.0703687 | loss 2.958687 | avg3 2.973526 | dt 233ms | tok/sec 563,415 | mfu 12.0% | epoch 1    
    step 1047/1150 | LR_MULT 0.0703687 | loss 2.982150 | avg3 2.972368 | dt 233ms | tok/sec 562,314 | mfu 12.0% | epoch 1    
    step 1048/1150 | LR_MULT 0.0703687 | loss 2.961552 | avg3 2.967463 | dt 233ms | tok/sec 563,235 | mfu 12.0% | epoch 1    
    step 1049/1150 | LR_MULT 0.0703687 | loss 2.948534 | avg3 2.964079 | dt 233ms | tok/sec 561,692 | mfu 12.0% | epoch 1    
    step 1050/1150 | LR_MULT 0.0703687 | loss 3.051875 | avg3 2.987320 | dt 232ms | tok/sec 566,025 | mfu 12.1% | epoch 1    
    cooldown scoring | steps 1051-1100 | base LR_MULT=0.0703687

    step 1051/1100 | LR_MULT 0.0689614 | loss 3.064149 | avg3 3.064149 | dt 227ms | tok/sec 576,874 | mfu 12.3% | epoch 1    
    step 1052/1100 | LR_MULT 0.067554 | loss 3.032878 | avg3 3.048514 | dt 232ms | tok/sec 564,492 | mfu 12.0% | epoch 1    
    step 1053/1100 | LR_MULT 0.0661466 | loss 2.965026 | avg3 3.020684 | dt 232ms | tok/sec 564,264 | mfu 12.0% | epoch 1    
    step 1054/1100 | LR_MULT 0.0647392 | loss 3.013476 | avg3 3.003793 | dt 235ms | tok/sec 557,542 | mfu 11.9% | epoch 1    
    step 1055/1100 | LR_MULT 0.0633319 | loss 2.932761 | avg3 2.970421 | dt 233ms | tok/sec 562,952 | mfu 12.0% | epoch 1    
    step 1056/1100 | LR_MULT 0.0619245 | loss 3.020341 | avg3 2.988859 | dt 231ms | tok/sec 566,947 | mfu 12.1% | epoch 1    
    step 1057/1100 | LR_MULT 0.0605171 | loss 3.042696 | avg3 2.998599 | dt 232ms | tok/sec 564,505 | mfu 12.0% | epoch 1    
    step 1058/1100 | LR_MULT 0.0591097 | loss 2.953591 | avg3 3.005543 | dt 233ms | tok/sec 563,114 | mfu 12.0% | epoch 1    
    step 1059/1100 | LR_MULT 0.0577024 | loss 2.966209 | avg3 2.987499 | dt 234ms | tok/sec 560,212 | mfu 11.9% | epoch 1    
    step 1060/1100 | LR_MULT 0.056295 | loss 3.001326 | avg3 2.973709 | dt 232ms | tok/sec 564,306 | mfu 12.0% | epoch 1    
    step 1061/1100 | LR_MULT 0.0548876 | loss 3.070808 | avg3 3.012781 | dt 232ms | tok/sec 565,879 | mfu 12.1% | epoch 1    
    step 1062/1100 | LR_MULT 0.0534802 | loss 3.026397 | avg3 3.032844 | dt 233ms | tok/sec 562,035 | mfu 12.0% | epoch 1    
    step 1063/1100 | LR_MULT 0.0520729 | loss 3.018484 | avg3 3.038563 | dt 232ms | tok/sec 566,110 | mfu 12.1% | epoch 1    
    step 1064/1100 | LR_MULT 0.0506655 | loss 3.007263 | avg3 3.017381 | dt 235ms | tok/sec 557,772 | mfu 11.9% | epoch 1    
    step 1065/1100 | LR_MULT 0.0492581 | loss 3.034646 | avg3 3.020131 | dt 232ms | tok/sec 564,246 | mfu 12.0% | epoch 1    
    step 1066/1100 | LR_MULT 0.0478507 | loss 3.020735 | avg3 3.020881 | dt 233ms | tok/sec 563,494 | mfu 12.0% | epoch 1    
    step 1067/1100 | LR_MULT 0.0464434 | loss 2.997442 | avg3 3.017608 | dt 232ms | tok/sec 564,177 | mfu 12.0% | epoch 1    
    step 1068/1100 | LR_MULT 0.045036 | loss 3.099555 | avg3 3.039244 | dt 233ms | tok/sec 561,874 | mfu 12.0% | epoch 1    
    step 1069/1100 | LR_MULT 0.0436286 | loss 2.994430 | avg3 3.030476 | dt 232ms | tok/sec 564,766 | mfu 12.0% | epoch 1    
    step 1070/1100 | LR_MULT 0.0422212 | loss 2.983559 | avg3 3.025848 | dt 232ms | tok/sec 563,829 | mfu 12.0% | epoch 1    
    step 1071/1100 | LR_MULT 0.0408139 | loss 3.037633 | avg3 3.005207 | dt 232ms | tok/sec 565,262 | mfu 12.0% | epoch 1    
    step 1072/1100 | LR_MULT 0.0394065 | loss 3.069012 | avg3 3.030068 | dt 233ms | tok/sec 561,611 | mfu 12.0% | epoch 1    
    step 1073/1100 | LR_MULT 0.0379991 | loss 3.035598 | avg3 3.047414 | dt 234ms | tok/sec 560,316 | mfu 11.9% | epoch 1    
    step 1074/1100 | LR_MULT 0.0365917 | loss 2.939766 | avg3 3.014792 | dt 232ms | tok/sec 564,819 | mfu 12.0% | epoch 1    
    step 1075/1100 | LR_MULT 0.0351844 | loss 3.048194 | avg3 3.007852 | dt 232ms | tok/sec 563,918 | mfu 12.0% | epoch 1    
    step 1076/1100 | LR_MULT 0.033777 | loss 2.986538 | avg3 2.991499 | dt 232ms | tok/sec 564,114 | mfu 12.0% | epoch 1    
    step 1077/1100 | LR_MULT 0.0323696 | loss 3.022236 | avg3 3.018990 | dt 233ms | tok/sec 561,723 | mfu 12.0% | epoch 1    
    step 1078/1100 | LR_MULT 0.0309622 | loss 2.993246 | avg3 3.000674 | dt 231ms | tok/sec 567,060 | mfu 12.1% | epoch 1    
    step 1079/1100 | LR_MULT 0.0295549 | loss 2.983715 | avg3 2.999732 | dt 233ms | tok/sec 563,018 | mfu 12.0% | epoch 1    
    step 1080/1100 | LR_MULT 0.0281475 | loss 3.008679 | avg3 2.995213 | dt 234ms | tok/sec 560,859 | mfu 11.9% | epoch 1    
    step 1081/1100 | LR_MULT 0.0267401 | loss 3.084488 | avg3 3.025627 | dt 233ms | tok/sec 561,586 | mfu 12.0% | epoch 1    
    step 1082/1100 | LR_MULT 0.0253327 | loss 3.023506 | avg3 3.038891 | dt 232ms | tok/sec 563,973 | mfu 12.0% | epoch 1    
    step 1083/1100 | LR_MULT 0.0239254 | loss 3.038300 | avg3 3.048765 | dt 233ms | tok/sec 562,955 | mfu 12.0% | epoch 1    
    step 1084/1100 | LR_MULT 0.022518 | loss 3.011795 | avg3 3.024534 | dt 233ms | tok/sec 562,415 | mfu 12.0% | epoch 1    
    step 1085/1100 | LR_MULT 0.0211106 | loss 3.020841 | avg3 3.023645 | dt 234ms | tok/sec 559,949 | mfu 11.9% | epoch 1    
    step 1086/1100 | LR_MULT 0.0197032 | loss 2.999783 | avg3 3.010806 | dt 232ms | tok/sec 564,776 | mfu 12.0% | epoch 1    
    step 1087/1100 | LR_MULT 0.0182959 | loss 3.041261 | avg3 3.020628 | dt 232ms | tok/sec 563,942 | mfu 12.0% | epoch 1    
    step 1088/1100 | LR_MULT 0.0168885 | loss 2.973076 | avg3 3.004707 | dt 233ms | tok/sec 561,846 | mfu 12.0% | epoch 1    
    step 1089/1100 | LR_MULT 0.0154811 | loss 3.013406 | avg3 3.009248 | dt 234ms | tok/sec 560,653 | mfu 11.9% | epoch 1    
    step 1090/1100 | LR_MULT 0.0140737 | loss 3.108021 | avg3 3.031501 | dt 232ms | tok/sec 565,180 | mfu 12.0% | epoch 1    
    step 1091/1100 | LR_MULT 0.0126664 | loss 3.028089 | avg3 3.049838 | dt 232ms | tok/sec 563,945 | mfu 12.0% | epoch 1    
    step 1092/1100 | LR_MULT 0.011259 | loss 2.991377 | avg3 3.042496 | dt 233ms | tok/sec 562,681 | mfu 12.0% | epoch 1    
    step 1093/1100 | LR_MULT 0.00985162 | loss 2.948660 | avg3 2.989375 | dt 233ms | tok/sec 561,838 | mfu 12.0% | epoch 1    
    step 1094/1100 | LR_MULT 0.00844425 | loss 3.025733 | avg3 2.988590 | dt 233ms | tok/sec 562,516 | mfu 12.0% | epoch 1    
    step 1095/1100 | LR_MULT 0.00703687 | loss 3.053555 | avg3 3.009316 | dt 234ms | tok/sec 560,298 | mfu 11.9% | epoch 1    
    step 1096/1100 | LR_MULT 0.0056295 | loss 3.005922 | avg3 3.028404 | dt 232ms | tok/sec 564,158 | mfu 12.0% | epoch 1    
    step 1097/1100 | LR_MULT 0.00422212 | loss 3.047444 | avg3 3.035641 | dt 233ms | tok/sec 561,661 | mfu 12.0% | epoch 1    
    step 1098/1100 | LR_MULT 0.00281475 | loss 3.035560 | avg3 3.029642 | dt 233ms | tok/sec 562,835 | mfu 12.0% | epoch 1    
    step 1099/1100 | LR_MULT 0.00140737 | loss 3.000678 | avg3 3.027894 | dt 235ms | tok/sec 557,717 | mfu 11.9% | epoch 1    
    step 1100/1100 | LR_MULT 0 | loss 3.021452 | avg3 3.019230 | dt 231ms | tok/sec 566,759 | mfu 12.1% | epoch 1    
    avg_loss=3.019230 | discarded
  candidate 3/3 | parent_step=1000 | LR_MULT=0.0844425

    step 1001/1150 | LR_MULT 0.0844425 | loss 3.009763 | avg3 3.009763 | dt 228ms | tok/sec 576,047 | mfu 12.3% | epoch 1    
    step 1002/1150 | LR_MULT 0.0844425 | loss 3.010149 | avg3 3.009956 | dt 233ms | tok/sec 562,336 | mfu 12.0% | epoch 1    
    step 1003/1150 | LR_MULT 0.0844425 | loss 3.128954 | avg3 3.049622 | dt 233ms | tok/sec 563,335 | mfu 12.0% | epoch 1    
    step 1004/1150 | LR_MULT 0.0844425 | loss 3.027199 | avg3 3.055434 | dt 235ms | tok/sec 557,367 | mfu 11.9% | epoch 1    
    step 1005/1150 | LR_MULT 0.0844425 | loss 3.002250 | avg3 3.052801 | dt 233ms | tok/sec 561,698 | mfu 12.0% | epoch 1    
    step 1006/1150 | LR_MULT 0.0844425 | loss 3.047977 | avg3 3.025809 | dt 232ms | tok/sec 564,632 | mfu 12.0% | epoch 1    
    step 1007/1150 | LR_MULT 0.0844425 | loss 2.924519 | avg3 2.991582 | dt 233ms | tok/sec 563,743 | mfu 12.0% | epoch 1    
    step 1008/1150 | LR_MULT 0.0844425 | loss 3.030882 | avg3 3.001126 | dt 233ms | tok/sec 562,428 | mfu 12.0% | epoch 1    
    step 1009/1150 | LR_MULT 0.0844425 | loss 2.972497 | avg3 2.975966 | dt 236ms | tok/sec 555,536 | mfu 11.8% | epoch 1    
    step 1010/1150 | LR_MULT 0.0844425 | loss 3.005373 | avg3 3.002917 | dt 232ms | tok/sec 564,896 | mfu 12.0% | epoch 1    
    step 1011/1150 | LR_MULT 0.0844425 | loss 2.950149 | avg3 2.976006 | dt 233ms | tok/sec 562,407 | mfu 12.0% | epoch 1    
    step 1012/1150 | LR_MULT 0.0844425 | loss 3.053222 | avg3 3.002914 | dt 231ms | tok/sec 567,288 | mfu 12.1% | epoch 1    
    step 1013/1150 | LR_MULT 0.0844425 | loss 3.028244 | avg3 3.010538 | dt 236ms | tok/sec 555,914 | mfu 11.8% | epoch 1    
    step 1014/1150 | LR_MULT 0.0844425 | loss 3.007045 | avg3 3.029504 | dt 232ms | tok/sec 565,230 | mfu 12.0% | epoch 1    
    step 1015/1150 | LR_MULT 0.0844425 | loss 3.059566 | avg3 3.031618 | dt 233ms | tok/sec 563,394 | mfu 12.0% | epoch 1    
    step 1016/1150 | LR_MULT 0.0844425 | loss 3.035915 | avg3 3.034175 | dt 232ms | tok/sec 565,173 | mfu 12.0% | epoch 1    
    step 1017/1150 | LR_MULT 0.0844425 | loss 2.940093 | avg3 3.011858 | dt 234ms | tok/sec 560,960 | mfu 11.9% | epoch 1    
    step 1018/1150 | LR_MULT 0.0844425 | loss 2.932758 | avg3 2.969589 | dt 233ms | tok/sec 563,195 | mfu 12.0% | epoch 1    
    step 1019/1150 | LR_MULT 0.0844425 | loss 3.027964 | avg3 2.966938 | dt 234ms | tok/sec 560,934 | mfu 11.9% | epoch 1    
    step 1020/1150 | LR_MULT 0.0844425 | loss 2.982211 | avg3 2.980978 | dt 233ms | tok/sec 563,251 | mfu 12.0% | epoch 1    
    step 1021/1150 | LR_MULT 0.0844425 | loss 2.985222 | avg3 2.998466 | dt 234ms | tok/sec 561,258 | mfu 12.0% | epoch 1    
    step 1022/1150 | LR_MULT 0.0844425 | loss 3.067871 | avg3 3.011768 | dt 233ms | tok/sec 562,591 | mfu 12.0% | epoch 1    
    step 1023/1150 | LR_MULT 0.0844425 | loss 3.001674 | avg3 3.018256 | dt 233ms | tok/sec 561,579 | mfu 12.0% | epoch 1    
    step 1024/1150 | LR_MULT 0.0844425 | loss 2.995255 | avg3 3.021600 | dt 233ms | tok/sec 562,956 | mfu 12.0% | epoch 1    
    step 1025/1150 | LR_MULT 0.0844425 | loss 3.018295 | avg3 3.005075 | dt 233ms | tok/sec 563,158 | mfu 12.0% | epoch 1    
    step 1026/1150 | LR_MULT 0.0844425 | loss 3.050680 | avg3 3.021410 | dt 232ms | tok/sec 564,698 | mfu 12.0% | epoch 1    
    step 1027/1150 | LR_MULT 0.0844425 | loss 2.988511 | avg3 3.019162 | dt 234ms | tok/sec 559,393 | mfu 11.9% | epoch 1    
    step 1028/1150 | LR_MULT 0.0844425 | loss 3.032539 | avg3 3.023910 | dt 233ms | tok/sec 563,264 | mfu 12.0% | epoch 1    
    step 1029/1150 | LR_MULT 0.0844425 | loss 3.054924 | avg3 3.025325 | dt 232ms | tok/sec 565,410 | mfu 12.0% | epoch 1    
    step 1030/1150 | LR_MULT 0.0844425 | loss 2.955454 | avg3 3.014306 | dt 234ms | tok/sec 560,786 | mfu 11.9% | epoch 1    
    step 1031/1150 | LR_MULT 0.0844425 | loss 3.018167 | avg3 3.009515 | dt 234ms | tok/sec 559,962 | mfu 11.9% | epoch 1    
    step 1032/1150 | LR_MULT 0.0844425 | loss 3.092198 | avg3 3.021939 | dt 233ms | tok/sec 562,237 | mfu 12.0% | epoch 1    
    step 1033/1150 | LR_MULT 0.0844425 | loss 2.968613 | avg3 3.026326 | dt 232ms | tok/sec 565,450 | mfu 12.0% | epoch 1    
    step 1034/1150 | LR_MULT 0.0844425 | loss 3.059819 | avg3 3.040210 | dt 234ms | tok/sec 560,878 | mfu 11.9% | epoch 1    
    step 1035/1150 | LR_MULT 0.0844425 | loss 3.055139 | avg3 3.027857 | dt 233ms | tok/sec 562,393 | mfu 12.0% | epoch 1    
    step 1036/1150 | LR_MULT 0.0844425 | loss 3.003958 | avg3 3.039639 | dt 235ms | tok/sec 558,852 | mfu 11.9% | epoch 1    
    step 1037/1150 | LR_MULT 0.0844425 | loss 3.066164 | avg3 3.041754 | dt 231ms | tok/sec 566,704 | mfu 12.1% | epoch 1    
    step 1038/1150 | LR_MULT 0.0844425 | loss 2.946869 | avg3 3.005664 | dt 233ms | tok/sec 561,950 | mfu 12.0% | epoch 1    
    step 1039/1150 | LR_MULT 0.0844425 | loss 2.956352 | avg3 2.989795 | dt 233ms | tok/sec 563,549 | mfu 12.0% | epoch 1    
    step 1040/1150 | LR_MULT 0.0844425 | loss 3.008369 | avg3 2.970530 | dt 235ms | tok/sec 557,549 | mfu 11.9% | epoch 1    
    step 1041/1150 | LR_MULT 0.0844425 | loss 2.946017 | avg3 2.970246 | dt 232ms | tok/sec 563,980 | mfu 12.0% | epoch 1    
    step 1042/1150 | LR_MULT 0.0844425 | loss 3.055708 | avg3 3.003365 | dt 233ms | tok/sec 562,836 | mfu 12.0% | epoch 1    
    step 1043/1150 | LR_MULT 0.0844425 | loss 3.065360 | avg3 3.022362 | dt 232ms | tok/sec 564,406 | mfu 12.0% | epoch 1    
    step 1044/1150 | LR_MULT 0.0844425 | loss 2.987170 | avg3 3.036079 | dt 235ms | tok/sec 558,753 | mfu 11.9% | epoch 1    
    step 1045/1150 | LR_MULT 0.0844425 | loss 2.977577 | avg3 3.010036 | dt 233ms | tok/sec 563,414 | mfu 12.0% | epoch 1    
    step 1046/1150 | LR_MULT 0.0844425 | loss 2.960182 | avg3 2.974976 | dt 233ms | tok/sec 561,519 | mfu 12.0% | epoch 1    
    step 1047/1150 | LR_MULT 0.0844425 | loss 2.983639 | avg3 2.973800 | dt 232ms | tok/sec 564,123 | mfu 12.0% | epoch 1    
    step 1048/1150 | LR_MULT 0.0844425 | loss 2.962914 | avg3 2.968912 | dt 233ms | tok/sec 561,761 | mfu 12.0% | epoch 1    
    step 1049/1150 | LR_MULT 0.0844425 | loss 2.950140 | avg3 2.965564 | dt 233ms | tok/sec 563,085 | mfu 12.0% | epoch 1    
    step 1050/1150 | LR_MULT 0.0844425 | loss 3.053329 | avg3 2.988794 | dt 234ms | tok/sec 561,253 | mfu 12.0% | epoch 1    
    cooldown scoring | steps 1051-1100 | base LR_MULT=0.0844425

    step 1051/1100 | LR_MULT 0.0827536 | loss 3.065626 | avg3 3.065626 | dt 228ms | tok/sec 574,209 | mfu 12.2% | epoch 1    
    step 1052/1100 | LR_MULT 0.0810648 | loss 3.034305 | avg3 3.049966 | dt 231ms | tok/sec 566,350 | mfu 12.1% | epoch 1    
    step 1053/1100 | LR_MULT 0.0793759 | loss 2.966386 | avg3 3.022106 | dt 233ms | tok/sec 562,776 | mfu 12.0% | epoch 1    
    step 1054/1100 | LR_MULT 0.0776871 | loss 3.014855 | avg3 3.005182 | dt 234ms | tok/sec 560,494 | mfu 11.9% | epoch 1    
    step 1055/1100 | LR_MULT 0.0759982 | loss 2.933969 | avg3 2.971737 | dt 234ms | tok/sec 561,208 | mfu 12.0% | epoch 1    
    step 1056/1100 | LR_MULT 0.0743094 | loss 3.021694 | avg3 2.990173 | dt 232ms | tok/sec 564,173 | mfu 12.0% | epoch 1    
    step 1057/1100 | LR_MULT 0.0726205 | loss 3.044190 | avg3 2.999951 | dt 234ms | tok/sec 561,069 | mfu 12.0% | epoch 1    
    step 1058/1100 | LR_MULT 0.0709317 | loss 2.955158 | avg3 3.007014 | dt 231ms | tok/sec 568,247 | mfu 12.1% | epoch 1    
    step 1059/1100 | LR_MULT 0.0692428 | loss 2.967712 | avg3 2.989020 | dt 235ms | tok/sec 557,755 | mfu 11.9% | epoch 1    
    step 1060/1100 | LR_MULT 0.067554 | loss 3.002750 | avg3 2.975207 | dt 232ms | tok/sec 563,933 | mfu 12.0% | epoch 1    
    step 1061/1100 | LR_MULT 0.0658651 | loss 3.072149 | avg3 3.014204 | dt 234ms | tok/sec 560,019 | mfu 11.9% | epoch 1    
    step 1062/1100 | LR_MULT 0.0641763 | loss 3.027687 | avg3 3.034195 | dt 231ms | tok/sec 566,691 | mfu 12.1% | epoch 1    
    step 1063/1100 | LR_MULT 0.0624874 | loss 3.019684 | avg3 3.039840 | dt 234ms | tok/sec 561,289 | mfu 12.0% | epoch 1    
    step 1064/1100 | LR_MULT 0.0607986 | loss 3.008385 | avg3 3.018585 | dt 232ms | tok/sec 564,888 | mfu 12.0% | epoch 1    
    step 1065/1100 | LR_MULT 0.0591097 | loss 3.035833 | avg3 3.021301 | dt 234ms | tok/sec 560,056 | mfu 11.9% | epoch 1    
    step 1066/1100 | LR_MULT 0.0574209 | loss 3.021863 | avg3 3.022027 | dt 232ms | tok/sec 563,937 | mfu 12.0% | epoch 1    
    step 1067/1100 | LR_MULT 0.055732 | loss 2.998795 | avg3 3.018830 | dt 233ms | tok/sec 561,819 | mfu 12.0% | epoch 1    
    step 1068/1100 | LR_MULT 0.0540432 | loss 3.100592 | avg3 3.040416 | dt 232ms | tok/sec 564,734 | mfu 12.0% | epoch 1    
    step 1069/1100 | LR_MULT 0.0523543 | loss 2.995399 | avg3 3.031595 | dt 233ms | tok/sec 561,907 | mfu 12.0% | epoch 1    
    step 1070/1100 | LR_MULT 0.0506655 | loss 2.984731 | avg3 3.026908 | dt 232ms | tok/sec 564,682 | mfu 12.0% | epoch 1    
    step 1071/1100 | LR_MULT 0.0489766 | loss 3.038901 | avg3 3.006344 | dt 234ms | tok/sec 561,088 | mfu 12.0% | epoch 1    
    step 1072/1100 | LR_MULT 0.0472878 | loss 3.069888 | avg3 3.031173 | dt 232ms | tok/sec 564,264 | mfu 12.0% | epoch 1    
    step 1073/1100 | LR_MULT 0.0455989 | loss 3.036669 | avg3 3.048486 | dt 234ms | tok/sec 560,709 | mfu 11.9% | epoch 1    
    step 1074/1100 | LR_MULT 0.0439101 | loss 2.940852 | avg3 3.015803 | dt 232ms | tok/sec 563,925 | mfu 12.0% | epoch 1    
    step 1075/1100 | LR_MULT 0.0422212 | loss 3.049087 | avg3 3.008869 | dt 234ms | tok/sec 560,821 | mfu 11.9% | epoch 1    
    step 1076/1100 | LR_MULT 0.0405324 | loss 2.987282 | avg3 2.992407 | dt 232ms | tok/sec 563,787 | mfu 12.0% | epoch 1    
    step 1077/1100 | LR_MULT 0.0388435 | loss 3.022952 | avg3 3.019774 | dt 233ms | tok/sec 561,617 | mfu 12.0% | epoch 1    
    step 1078/1100 | LR_MULT 0.0371547 | loss 2.994186 | avg3 3.001473 | dt 233ms | tok/sec 562,436 | mfu 12.0% | epoch 1    
    step 1079/1100 | LR_MULT 0.0354658 | loss 2.984703 | avg3 3.000614 | dt 232ms | tok/sec 565,025 | mfu 12.0% | epoch 1    
    step 1080/1100 | LR_MULT 0.033777 | loss 3.009602 | avg3 2.996164 | dt 233ms | tok/sec 561,887 | mfu 12.0% | epoch 1    
    step 1081/1100 | LR_MULT 0.0320881 | loss 3.085371 | avg3 3.026559 | dt 233ms | tok/sec 562,305 | mfu 12.0% | epoch 1    
    step 1082/1100 | LR_MULT 0.0303993 | loss 3.024152 | avg3 3.039708 | dt 233ms | tok/sec 561,543 | mfu 12.0% | epoch 1    
    step 1083/1100 | LR_MULT 0.0287104 | loss 3.039000 | avg3 3.049508 | dt 232ms | tok/sec 563,881 | mfu 12.0% | epoch 1    
    step 1084/1100 | LR_MULT 0.0270216 | loss 3.012441 | avg3 3.025198 | dt 233ms | tok/sec 563,176 | mfu 12.0% | epoch 1    
    step 1085/1100 | LR_MULT 0.0253327 | loss 3.021552 | avg3 3.024331 | dt 232ms | tok/sec 564,472 | mfu 12.0% | epoch 1    
    step 1086/1100 | LR_MULT 0.0236439 | loss 3.000386 | avg3 3.011460 | dt 233ms | tok/sec 562,005 | mfu 12.0% | epoch 1    
    step 1087/1100 | LR_MULT 0.021955 | loss 3.041808 | avg3 3.021249 | dt 233ms | tok/sec 562,828 | mfu 12.0% | epoch 1    
